"cidade","bairro","titulo","categoria","data","dia_semana"
"salvador","Dois de Julho","Sa<U+00ED> do banco e  fui seguido por 3 caras que logo me assaltaram.","Saidinha Banc<U+00E1>ria",2014-09-04,"Thurs"
"salvador","Massaranduba","Assaltada por motoqueiro","Assalto <U+00E0> m<U+00E3>o armada",2014-09-02,"Tues"
"salvador","Rio Vermelho","Fui assaltado ao sair do banco do Bra","Assalto <U+00E0> m<U+00E3>o armada",2014-09-02,"Tues"
"salvador","Uruguai","Levaram minha moto pop 100 preta","Roubo de Ve<U+00ED>culo",2014-09-02,"Tues"
"salvador","Tancredo Neves","Fui assaltada Voltando da FACULDADE","Assalto <U+00E0> m<U+00E3>o armada",2014-09-01,"Mon"
"salvador","BA","Fui assaltada na areia da praia ","Assalto <U+00E0> m<U+00E3>o armada",2014-09-01,"Mon"
"salvador",NA,"Esquema de asalto. ","Assalto <U+00E0> m<U+00E3>o armada",2014-09-01,"Mon"
"salvador","Trobogy","assaltada voltando pra casa","Assalto <U+00E0> m<U+00E3>o armada",2014-08-31,"Sun"
"salvador","S<U+00E3>o Marcos","fui assaltado em frente a unijorge","Assalto <U+00E0> m<U+00E3>o armada",2014-08-30,"Sat"
"salvador","Horto Florestal","Tentativa de Assalto por dois rapazes de bicicleta.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-30,"Sat"
"salvador","Amaralina","Fomos assaltado no <U+00F4>nibus Itinga","Assalto <U+00E0> m<U+00E3>o armada",2014-08-30,"Sat"
"salvador","Alto das Pombas","Assaltada novamente no micro <U+00F4>nibus seletivo","Assalto Coletivo",2014-08-30,"Sat"
"salvador","Piat<U+00E3>","Durante banho na praia","Assalto <U+00E0> m<U+00E3>o armada",2014-08-30,"Sat"
"salvador","Pituba","Assalto no ponto","Furto",2014-08-29,"Fri"
"salvador","Caminho das <U+00C1>rvores","Fui furtada dentro do <U+00F4>nibus","Furto",2014-08-28,"Thurs"
"salvador","Pituba","Robaram meu carro na rua do Col<U+00E9>gio Oficina, indo pegar meu filho.","Roubo de Ve<U+00ED>culo",2014-08-28,"Thurs"
"salvador","Federacao","envadiram minha casa","Arrombamento Domiciliar",2014-08-28,"Thurs"
"salvador","Ondina","Indo para o Trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-08-28,"Thurs"
"salvador","Caminho das <U+00C1>rvores","Fui assaltada no Loteamento Aqu<U+00E1>rios ao estacionar na rua. ","Assalto <U+00E0> m<U+00E3>o armada",2014-08-28,"Thurs"
"salvador","Cabula VI","Fui assaltado em frente ao colegio heitor villa lobos","Assalto <U+00E0> m<U+00E3>o armada",2014-08-27,"Wed"
"salvador","BA","Fui assaltado voltando pra o trabalho apos o almo<U+00E7>o ","Assalto <U+00E0> m<U+00E3>o armada",2014-08-27,"Wed"
"salvador","Ondina","Fui assaltado saindo da faculdade","Assalto <U+00E0> m<U+00E3>o armada",2014-08-26,"Tues"
"salvador","Marechal Rondon","Assalto a m<U+00E3>o armada quando estava chegando no condom<U+00ED>nio onde moro.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-25,"Mon"
"salvador","Patamares","Arrombaram meu carro em Pitua<U+00E7>u","Arrombamento Veicular",2014-08-24,"Sun"
"salvador","Fazenda Grande do Retiro","fui assaltado dentro do meu veiculo ","Assalto <U+00E0> m<U+00E3>o armada",2014-08-23,"Sat"
"salvador","Dois de Julho","Fui assaltada em plena luz do dia","Assalto <U+00E0> m<U+00E3>o armada",2014-08-22,"Fri"
"salvador","BA","Tentativa de assalto em <U+00F4>nibus","Furto",2014-08-22,"Fri"
"salvador","Pepiperi","Fui assaltado enquanto andava at<U+00E9> o ponto de <U+00F4>nibus","Assalto <U+00E0> m<U+00E3>o armada",2014-08-22,"Fri"
"salvador","Pituba","ASSALTO EM MICROONIBUS","Assalto Coletivo",2014-08-22,"Fri"
"salvador","Amaralina","Assalto no <U+00D4>nibus","Assalto <U+00E0> m<U+00E3>o armada",2014-08-22,"Fri"
"salvador","Amaralina","voltando do curso.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-22,"Fri"
"salvador","Pernambu<U+00E9>s","Fui assaltanda voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-08-21,"Thurs"
"salvador","Campinas de Brotas","fui assaltado chegando na acedemia","Assalto <U+00E0> m<U+00E3>o armada",2014-08-21,"Thurs"
"salvador","Universidade Federal da Bahia","Fui furtada, em frente a UFBA","Furto",2014-08-21,"Thurs"
"salvador","Pernambu<U+00E9>s","Fui assaltado no ponto de <U+00F4>nibus dentro do Terminal da Rodovi<U+00E1>ria","Assalto <U+00E0> m<U+00E3>o armada",2014-08-21,"Thurs"
"salvador","Rio Vermelho","Indo para a faculdade","Assalto <U+00E0> m<U+00E3>o armada",2014-08-20,"Wed"
"salvador","Dois de Julho","Fui assaltada esperando o onibus","Assalto <U+00E0> m<U+00E3>o armada",2014-08-19,"Tues"
"salvador","BA","Fui assaltando quando voltava para pegar o carro","Roubo de Ve<U+00ED>culo",2014-08-19,"Tues"
"salvador","Rio Vermelho","Assaltado voltando da faculdade","Assalto Coletivo",2014-08-19,"Tues"
"salvador","BA","Fui assultado depois boteco","Assalto Coletivo",2014-08-18,"Mon"
"salvador","Nazar<U+00E9>","Fui assaltada. Fila do LB1 ( Chame-Chame)","Assalto <U+00E0> m<U+00E3>o armada",2014-08-18,"Mon"
"salvador","BA","Fui assaltado saindo de casa para trabalhar ","Roubo de Ve<U+00ED>culo",2014-08-18,"Mon"
"salvador","Rio Vermelho","fui assaltada dentro do buzu indo trabalhar ","Assalto Coletivo",2014-08-18,"Mon"
"salvador",NA,"Fui assaltado em frente a UNIFACS","Furto",2014-08-16,"Sat"
"salvador","Trobogy","Roubo de celular no ponto de <U+00F4>nibus","Assalto <U+00E0> m<U+00E3>o armada",2014-08-16,"Sat"
"salvador","Itapu<U+00E3>","indo para o cinema ","Assalto <U+00E0> m<U+00E3>o armada",2014-08-16,"Sat"
"salvador",NA,"FUI ASSALTADO SAINDO DA UNIFACS","Furto",2014-08-16,"Sat"
"salvador",NA,"Fui assaltada quando estacionei para ir ao Caranguejo do Joj<U+00F4> ","Roubo de Ve<U+00ED>culo",2014-08-15,"Fri"
"salvador","BA","Fui assaltado voltando do trabalho ","Assalto <U+00E0> m<U+00E3>o armada",2014-08-15,"Fri"
"salvador","Nazar<U+00E9>","Fui assaltado por moleques","Assalto Coletivo",2014-08-15,"Fri"
"salvador","Trobogy","fui roubado na saida da faculdade","Assalto <U+00E0> m<U+00E3>o armada",2014-08-15,"Fri"
"salvador","Patamares","Fui assaltado voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-08-14,"Thurs"
"salvador",NA,"Fui assaltada indo para o trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-08-14,"Thurs"
"salvador","Federacao","Fui assaltada indo para o trabalho","Assalto Coletivo",2014-08-14,"Thurs"
"salvador",NA,"Assalto no BUSU","Assalto Coletivo",2014-08-14,"Thurs"
"salvador","Dom Avelar","fiorino estacionada a noite e ao amanhecer n<U+00E3>o mais foi encontrada.","Furto",2014-08-13,"Wed"
"salvador","Nazar<U+00E9>","Fui assaltado voltando do shopping","Furto",2014-08-13,"Wed"
"salvador","Piat<U+00E3>","Fui assaltado durante a caminhada com minha filha de 10 anos","Assalto <U+00E0> m<U+00E3>o armada",2014-08-12,"Tues"
"salvador","Roma","ASSALTO VOLTANDO DO TRABALHO, PERTO DE CASA","Assalto <U+00E0> m<U+00E3>o armada",2014-08-12,"Tues"
"salvador","Granjas Rurais Presidente Vargas","Assalto no ponto do Shopping da Ladeira do Cabula","Assalto <U+00E0> m<U+00E3>o armada",2014-08-08,"Fri"
"salvador","Costa Azul","Fui assaltado na frente de casa","Assalto <U+00E0> m<U+00E3>o armada",2014-08-08,"Fri"
"salvador","Caminho das <U+00C1>rvores","Assalto ao <U+00F4>nibus da expresso vit<U+00F3>ria linha  IGUATEMI-PRACA DA SE","Assalto Coletivo",2014-08-08,"Fri"
"salvador","Federacao","Tentativa de assalto","Assalto <U+00E0> m<U+00E3>o armada",2014-08-08,"Fri"
"salvador","BA","Fui assaltada voltando do est<U+00E1>gio","Furto",2014-08-08,"Fri"
"salvador","BA","voltandodo trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-08-08,"Fri"
"salvador","BA","Fui assaltada voltando pra casa.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-06,"Wed"
"salvador",NA,"ASSALTO NO EXTRA R<U+00D3>TULA ","Assalto <U+00E0> m<U+00E3>o armada",2014-08-06,"Wed"
"salvador","Praia do Flamengo","Voltando da escola","Assalto <U+00E0> m<U+00E3>o armada",2014-08-05,"Tues"
"salvador","Pituba","Furtaram minha bicicleta que estava acorrentada na academia Well","Furto",2014-08-04,"Mon"
"salvador","Costa Azul","Assalto <U+00E0> m<U+00E3>o armada durante o dia","Assalto <U+00E0> m<U+00E3>o armada",2014-08-03,"Sun"
"salvador","Gra<U+00E7>a","fui assaltado no ponto de onibus","Assalto <U+00E0> m<U+00E3>o armada",2014-08-02,"Sat"
"salvador","Pernambu<U+00E9>s","Arrombaram meu ve<U+00ED>culo.","Arrombamento Veicular",2014-07-31,"Thurs"
"salvador","Pituba","Tava dentro carro dirigindo e tr<U+00EA>s bandidos armados avan<U+00E7>ou para quebr","Assalto <U+00E0> m<U+00E3>o armada",2014-07-30,"Wed"
"salvador","BA","pela segunda vez arrombaram o carro","Arrombamento Veicular",2014-07-30,"Wed"
"salvador","Nazar<U+00E9>","Fui assaltado indo para o IFBA no <U+00F4>nibus conjunto Piraj<U+00E1>","Assalto Coletivo",2014-07-30,"Wed"
"salvador","Caminho das <U+00C1>rvores","fui assaltado esperando <U+00F4>nibus na esta<U+00E7><U+00E3>o iguatemi","Assalto <U+00E0> m<U+00E3>o armada",2014-07-30,"Wed"
"salvador","Matatu","A tentativa de Assalto foi quando estava voltando do colegio.","Furto",2014-07-29,"Tues"
"salvador","Pituba","Tentaram me assaltar quando estava indo para o trabalho.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-27,"Sun"
"salvador","Dep. Lu<U+00ED>s Eduardo Magalh<U+00E3>es (SSA)","FUI ASSALTADO NA TOPIQUE  INDO PASSEAR.","Assalto Coletivo",2014-07-27,"Sun"
"salvador","Barris","fui assaltada no ponto de <U+00F4>nibus.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-27,"Sun"
"salvador","Jardim Placaford","Presenciei assalto a m<U+00E3>o armada na Travessa Belo Horizonte","Assalto <U+00E0> m<U+00E3>o armada",2014-07-26,"Sat"
"salvador","Jardim Apipema","Amea<U+00E7>a de assalto ","Furto",2014-07-25,"Fri"
"salvador","BA","Ap<U+00F3>s estacionar.","Roubo de Ve<U+00ED>culo",2014-07-24,"Thurs"
"salvador","Monte Serrat","Estacionei e ao retornar, furtaram o carro.","Roubo de Ve<U+00ED>culo",2014-07-24,"Thurs"
"salvador","Novo Horizonte","Voltando do trabalho, ja perto de casa","Assalto <U+00E0> m<U+00E3>o armada",2014-07-24,"Thurs"
"salvador","BA","Fui assaltado chegando na academia","Assalto <U+00E0> m<U+00E3>o armada",2014-07-24,"Thurs"
"salvador",NA,"Fui assaltada indo para o colegio","Assalto <U+00E0> m<U+00E3>o armada",2014-07-22,"Tues"
"salvador","Paripe","Assalto","Furto",2014-07-22,"Tues"
"salvador","Armacao","fui assaltada indo pro medico","Furto",2014-07-21,"Mon"
"salvador","Paripe","Fui furtada no trabalho.","Furto",2014-07-21,"Mon"
"salvador","Ribeira","Motoqueiros assaltam no Papagaio","Assalto <U+00E0> m<U+00E3>o armada",2014-07-20,"Sun"
"salvador","Tancredo Neves","fui assaltada dentro do trabalho por tr<U+00EA>s homens armados","Assalto Coletivo",2014-07-20,"Sun"
"salvador","BA","Assalto a m<U+00E3>o armada no dia do Jogo do Brasil","Assalto <U+00E0> m<U+00E3>o armada",2014-07-18,"Fri"
"salvador","Itaigara","Esperando o <U+00F4>nibus para voltar para casa","Furto",2014-07-18,"Fri"
"salvador","Brotas","Assaltada na Rua Cael na ladeira do acupe levaram o carro GOL","Roubo de Ve<U+00ED>culo",2014-07-18,"Fri"
"salvador","Periperi","na hora do almo<U+00E7>o","Assalto <U+00E0> m<U+00E3>o armada",2014-07-17,"Thurs"
"salvador","S<U+00E3>o Cristovao","foi uma tentativa, consegui escapar.","Furto",2014-07-17,"Thurs"
"salvador","Stiep","Assaltada na porta do trabalho. em frente ao FIEB/Iel","Assalto <U+00E0> m<U+00E3>o armada",2014-07-17,"Thurs"
"salvador","BA","fui assaltado na volta do colegio","Assalto <U+00E0> m<U+00E3>o armada",2014-07-17,"Thurs"
"salvador","BA","roubo / furto carro","Furto",2014-07-17,"Thurs"
"salvador","BA","Fui assaltado por dois adolescentes empunhando um fac<U+00E3>o. ","Assalto <U+00E0> m<U+00E3>o armada",2014-07-16,"Wed"
"salvador","Cabula VI","Fui assaltada no Cabula VI","Assalto <U+00E0> m<U+00E3>o armada",2014-07-16,"Wed"
"salvador","Daniel Lisboa","FUI ASSALTADO NO PONTO DE ONIBUS ","Assalto <U+00E0> m<U+00E3>o armada",2014-07-15,"Tues"
"salvador","Costa Azul","Fui assaltada indo para academia","Assalto <U+00E0> m<U+00E3>o armada",2014-07-14,"Mon"
"salvador","Paripe","Fui assaltado voltando do col<U+00E9>gio.","Furto",2014-07-14,"Mon"
"salvador","BA","Fui assaltado nas escadas do aquidab<U+00E3> de fronte a ladeira do hospital","Assalto <U+00E0> m<U+00E3>o armada",2014-07-13,"Sun"
"salvador","Canela","Tentativa de assalto no coletivo BTU 3809 - Imbu<U+00ED> - Pra<U+00E7>a da S<U+00E9>","Assalto Coletivo",2014-07-13,"Sun"
"salvador","Pernambu<U+00E9>s","Fui assaltado no meio da rua principal","Assalto <U+00E0> m<U+00E3>o armada",2014-07-12,"Sat"
"salvador","Acupe de Brotas","Arrombaram apartamento","Arrombamento Domiciliar",2014-07-12,"Sat"
"salvador","BA","Garagens invadidas/3 carros arrombados","Arrombamento Veicular",2014-07-12,"Sat"
"salvador","Pernambu<U+00E9>s","Isso acontece sempre n<U+00E3>o s<U+00F3> nessa rua mas nos pontos de <U+00F4>nibus tbm ","Assalto <U+00E0> m<U+00E3>o armada",2014-07-12,"Sat"
"salvador","Caminho das <U+00C1>rvores","Furto no onibus que saiu do Sarah em dire<U+00E7><U+00E3>o ao Iguatemi.","Furto",2014-07-12,"Sat"
"salvador","BA","Fui assaltado por dois Motoqueiro.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-11,"Fri"
"salvador",NA,"Assaltada por dois pivetes de bicicleta, voltando da faculdade","Assalto Coletivo",2014-07-11,"Fri"
"salvador","Alto das Pombas","Tentativa de Assalto com Faca, no ponto de Onibus!","Assalto <U+00E0> m<U+00E3>o armada",2014-07-11,"Fri"
"salvador","BA","Fui assaltada indo para o curso, no IFBa","Furto",2014-07-11,"Fri"
"salvador","Chame-Chame","Assalto <U+00E0> m<U+00E3>o armada","Assalto <U+00E0> m<U+00E3>o armada",2014-07-10,"Thurs"
"salvador","Horto Florestal","Assalto ao carro na minha frente","Assalto <U+00E0> m<U+00E3>o armada",2014-07-10,"Thurs"
"salvador","Granjas Rurais Presidente Vargas","Fui assaltada indo para o trabalho","Furto",2014-07-10,"Thurs"
"salvador","Graca","Fui furtada  no trabalho","Furto",2014-07-10,"Thurs"
"salvador","Rio Vermelho","Assalto no ponto de onibus em frente ao Bompre<U+00E7>o","Assalto Coletivo",2014-07-10,"Thurs"
"salvador","BA","Arrombamento da grade da janela enquanto estava fora de casa","Arrombamento Domiciliar",2014-07-10,"Thurs"
"salvador","Parque Bela Vista","Fui assaltado voltando do trabalho.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-10,"Thurs"
"salvador","Cosme de Farias","Assalto a <U+00D4>nibus","Assalto Coletivo",2014-07-09,"Wed"
"salvador","Garcia","2 motoqueiros armados levaram minha bolsa","Assalto <U+00E0> m<U+00E3>o armada",2014-07-09,"Wed"
"salvador","BA","Fui assaltado voltando do shopping","Assalto <U+00E0> m<U+00E3>o armada",2014-07-09,"Wed"
"salvador","Barra","Levaram meu celular na FanFest","Furto",2014-07-08,"Tues"
"salvador","Ribeira","Fui assaltado indo para o trabalho!","Assalto <U+00E0> m<U+00E3>o armada",2014-07-08,"Tues"
"salvador","Cidade Nova","Fui assaltada voltando da faculdade ","Furto",2014-07-07,"Mon"
"salvador","Ondina","aproveitaram a casa vazia , per<U+00ED>odo de recesso junino ","Arrombamento Domiciliar",2014-07-07,"Mon"
"salvador","Barra","Assaltada na Barra!","Assalto <U+00E0> m<U+00E3>o armada",2014-07-06,"Sun"
"salvador","Centro Administrativo da Bahia","fui assaltado e roubaram meu carro estavam armados ","Assalto <U+00E0> m<U+00E3>o armada",2014-07-06,"Sun"
"salvador","Pituba","O roubo mitico ","Assalto <U+00E0> m<U+00E3>o armada",2014-07-06,"Sun"
"salvador","Imbu<U+00ED>","Ap<U+00F3>s estacionar o carro","Roubo de Ve<U+00ED>culo",2014-07-04,"Fri"
"salvador","Barra","Roubaram meu celular na Fan Fest","Furto",2014-07-04,"Fri"
"salvador","Jaguaribe","Arrombaram o carro e levaram pertences","Arrombamento Veicular",2014-07-04,"Fri"
"salvador","Garcia","Fui assaltado indo da lapa para o toror<U+00F3> ","Assalto Coletivo",2014-07-04,"Fri"
"salvador","Roma","Voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-07-03,"Thurs"
"salvador","Piat<U+00E3>","Fui assaltado saindo de casa.","Roubo de Ve<U+00ED>culo",2014-07-03,"Thurs"
"salvador","Novo Horizonte","Fui assaltando em uma caminhada","Furto",2014-07-02,"Wed"
"salvador","Cabula","Assalto em Frente <U+00E0> ATENTO S/A.  Bandidos de Moto.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-02,"Wed"
"salvador","Patamares","Parado no ponto de <U+00F4>nibus","Assalto <U+00E0> m<U+00E3>o armada",2014-07-02,"Wed"
"salvador","Costa Azul","Fui assaltado indo pra casa","Assalto <U+00E0> m<U+00E3>o armada",2014-07-02,"Wed"
"salvador","S<U+00E3>o Marcos","Fui assaltado indo para o Mercadinho paralela Park","Assalto <U+00E0> m<U+00E3>o armada",2014-07-02,"Wed"
"salvador","Canela","Fui furtado caminhando na pra<U+00E7>a","Furto",2014-07-02,"Wed"
"salvador","Federacao","Fui assaltado voltando do trabalho","Furto",2014-07-01,"Tues"
"salvador","BA","fui assaltada enquanto fazia turismo pelo local","Assalto <U+00E0> m<U+00E3>o armada",2014-07-01,"Tues"
"salvador","BA","Saidinha Bancaria","Assalto <U+00E0> m<U+00E3>o armada",2014-07-01,"Tues"
"salvador","Dom Avelar","motoqueiros","Assalto <U+00E0> m<U+00E3>o armada",2014-07-01,"Tues"
"salvador","Fazenda Grande do Retiro","indo para rua","Assalto Coletivo",2014-07-01,"Tues"
"salvador","Cabula","Fui assaltado voltando do trabalho andando","Furto",2014-07-01,"Tues"
"salvador","Brotas","em frente ao hospital evangelico","Assalto <U+00E0> m<U+00E3>o armada",2014-07-01,"Tues"
"salvador","Brotas","Fui assaltado indo trabalhar","Assalto <U+00E0> m<U+00E3>o armada",2014-07-01,"Tues"
"salvador","Novo Horizonte","Assaltada voltando do trabalho","Assalto Coletivo",2014-07-01,"Tues"
"salvador","Ribeira","Fui assaltado no ponto de onibus","Assalto <U+00E0> m<U+00E3>o armada",2014-06-30,"Mon"
"salvador","Barra","foi assaltado por 2 homens com e um deles estava com uma faca ","Assalto <U+00E0> m<U+00E3>o armada",2014-06-30,"Mon"
"salvador","Caminho das <U+00C1>rvores","Fui assaltada atravessando passarela na Tancredo Neves","Assalto <U+00E0> m<U+00E3>o armada",2014-06-30,"Mon"
"salvador","Saude","Fui assaltado quando voltava do m<U+00E9>dico, em um coletivo.","Assalto <U+00E0> m<U+00E3>o armada",2014-06-30,"Mon"
"salvador",NA,"Arrast<U+00E3>o no coletivo com dois bandidos de faca","Assalto Coletivo",2014-06-30,"Mon"
"salvador","Parque Bela Vista","Tentativa de assalto em frente <U+00E0> igreja universal da ACM","Furto",2014-06-29,"Sun"
"salvador","Dep. Lu<U+00ED>s Eduardo Magalh<U+00E3>es (SSA)","Roubo de mochila dentro da <U+00E1>rea do desembarque de voo dom<U+00E9>stico","Furto",2014-06-29,"Sun"
"salvador","Paripe","Assaltada a caminho da casa do namorado","Assalto <U+00E0> m<U+00E3>o armada",2014-06-29,"Sun"
"salvador","Resgate","Fui assaltado no transito, bandido escondido atras do ponto de onibus.","Assalto <U+00E0> m<U+00E3>o armada",2014-06-29,"Sun"
"salvador",NA,"Fomos assaltados subindo as dunas em dire<U+00E7><U+00E3>o ao largo do abaete","Assalto <U+00E0> m<U+00E3>o armada",2014-06-29,"Sun"
"salvador","Garcia","Elemento armado","Assalto <U+00E0> m<U+00E3>o armada",2014-06-29,"Sun"
"salvador","Nazar<U+00E9>","Indo ao trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-06-29,"Sun"
"salvador","BA","Fui assaltado passeando com meu cachorro.","Assalto <U+00E0> m<U+00E3>o armada",2014-06-28,"Sat"
"salvador",NA,"Fui assaltada no ponto de onibus","Assalto <U+00E0> m<U+00E3>o armada",2014-06-27,"Fri"
"salvador","Garcia","Fui assaltado por 2 caras que fingiam estar concertando um carrinho.","Assalto <U+00E0> m<U+00E3>o armada",2014-06-27,"Fri"
"salvador","Pituba","Tentativa de Sequestro","Sequestro Rel<U+00E2>mpago",2014-06-27,"Fri"
"salvador","Cabula VI","Fui assaltada chegando em casa no Cabula VI","Furto",2014-06-27,"Fri"
"salvador","BA","roubo de bicicleta <U+00E0> m<U+00E3>o armada","Assalto <U+00E0> m<U+00E3>o armada",2014-06-27,"Fri"
"salvador","Pituba","Furto dentro da cl<U+00ED>nica de obesidade do HBA","Furto",2014-06-27,"Fri"
"salvador","Pituba","Fui assaltado voltando para casa","Assalto Coletivo",2014-06-27,"Fri"
"salvador","Barragem de Ipitanga","assalto na empresa","Assalto <U+00E0> m<U+00E3>o armada",2014-06-27,"Fri"
"salvador","Saboeiro","Fui assaltada voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-06-27,"Fri"
"salvador",NA,"ASSALTO NA VOLTA DO COL<U+00C9>GIO.","Assalto <U+00E0> m<U+00E3>o armada",2014-06-26,"Thurs"
"salvador","Cabula","Assaltada saindo do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-06-26,"Thurs"
"salvador","Jardim das Margaridas","Voltando para casa, depois de um dia de trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-06-26,"Thurs"
"salvador","Rio Vermelho","Fui assaltado no Est Mussurunga-Barra 3, voltando pra casa.","Assalto Coletivo",2014-06-26,"Thurs"
"salvador","BA","Fui assaltado enquato trabalhava na frente de uma casa.","Assalto <U+00E0> m<U+00E3>o armada",2014-06-26,"Thurs"
"salvador","Pituba","Assalto ","Assalto <U+00E0> m<U+00E3>o armada",2014-06-26,"Thurs"
"salvador","BA","Linha 1634-00","Assalto Coletivo",2014-06-26,"Thurs"
"salvador","Caixa D<U+00B4><U+00E1>gua","Fui assaltado na Ladeira","Assalto <U+00E0> m<U+00E3>o armada",2014-06-26,"Thurs"
"salvador","Resgate","assalto frente a atento","Assalto <U+00E0> m<U+00E3>o armada",2014-06-25,"Wed"
"salvador","S<U+00E3>o Marcos","Fui assaltado enquanto aguardava meu carro ser lavado","Assalto <U+00E0> m<U+00E3>o armada",2014-06-25,"Wed"
"salvador","Massaranduba","Fui Assaltado Indo Trabalhar - Na escadinha da Massaranduba","Assalto <U+00E0> m<U+00E3>o armada",2014-06-25,"Wed"
"salvador","Itaigara","Fui assaltada em frente ao parque da cidade","Arrombamento Veicular",2014-06-25,"Wed"
"salvador","Mares","dentro do curso","Assalto <U+00E0> m<U+00E3>o armada",2014-06-24,"Tues"
"salvador","Tancredo Neves","Fui assaltado indo pro trabalho","Furto",2014-06-24,"Tues"
"salvador","Vila Laura","arrombaram meu apartamento e o da minha sogra","Arrombamento Domiciliar",2014-06-24,"Tues"
"salvador","Horto Florestal","Assalto no ponto de onibus","Assalto Coletivo",2014-06-24,"Tues"
"salvador","Liberdade","Arrast<U+00E3>o!","Assalto Coletivo",2014-06-24,"Tues"
"salvador","Pituba","Meu apartamento foi invadido enquanto estava de f<U+00E9>rias noutra cidade  ","Arrombamento Domiciliar",2014-06-24,"Tues"
"salvador","Praia do Flamengo","Fui assaltado","Assalto <U+00E0> m<U+00E3>o armada",2014-06-23,"Mon"
"salvador","Massaranduba","fui assaltado voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-06-23,"Mon"
"salvador","Boca do Rio","Indo para casa de meu pai","Assalto <U+00E0> m<U+00E3>o armada",2014-06-23,"Mon"
"salvador","BA","CELULAR ROUBADO DO BOLSO NO S<U+00C3>O JO<U+00C3>O","Furto",2014-06-23,"Mon"
"salvador","Caminho das <U+00C1>rvores","Assalta no <U+00F4>nibus fresquinho","Assalto Coletivo",2014-06-23,"Mon"
"salvador","Canela","Assaltado voltando do trabalho","Furto",2014-06-23,"Mon"
"salvador","Engenho Velho de Brotas","fui assalto ","Assalto <U+00E0> m<U+00E3>o armada",2014-06-23,"Mon"
"salvador","Caminho das <U+00C1>rvores","FUI FURTADA DENTRO DA LOJA C&A DENTRO DO SHOPPING INGUATEMI","Furto",2014-06-22,"Sun"
"salvador","Pitua<U+00E7>u","Tive minha resid<U+00EA>ncia arrombada ","Arrombamento Domiciliar",2014-06-22,"Sun"
"salvador","Dois de Julho","Assaltado de caminho para casa, meio dia ","Furto",2014-06-22,"Sun"
"salvador","Caminho das <U+00C1>rvores","Fui assaltado apos pegar meu sobrinho na rodovi<U+00E1>ria","Assalto <U+00E0> m<U+00E3>o armada",2014-06-21,"Sat"
"salvador","Doron","Estava parada na via publica quando 3 elementos deu voz de assalto ","Assalto <U+00E0> m<U+00E3>o armada",2014-06-21,"Sat"
"salvador","BA","Voltando do shopping parado no sem<U+00E1>foro","Arrombamento Veicular",2014-06-21,"Sat"
"salvador","Canela","Fui assaltado voltando da Fonte Nova","Assalto <U+00E0> m<U+00E3>o armada",2014-06-20,"Fri"
"salvador",NA,"fui assaltanda indo pro trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-06-20,"Fri"
"salvador","Barra","arrobamento ","Arrombamento Loja comercial",2014-06-20,"Fri"
"salvador","Pituba","Fui assaltado saindo da sauna fox indo para o meu carro","Assalto <U+00E0> m<U+00E3>o armada",2014-06-20,"Fri"
"salvador","Cabula","Fui assaltada no ponto de <U+00F4>nibus por um motoqueiro armado.","Assalto <U+00E0> m<U+00E3>o armada",2014-06-20,"Fri"
"salvador","Barbalho","Assaltado ao voltar do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-06-20,"Fri"
"salvador","Candeal","Fui assaltado por 2 indiv<U+00ED>duos armados em uma moto na porta do predio ","Assalto <U+00E0> m<U+00E3>o armada",2014-06-20,"Fri"
"salvador","Fazenda Grande do Retiro","fui assaltada na porta de casa ","Assalto <U+00E0> m<U+00E3>o armada",2014-06-20,"Fri"
"salvador","Cabula","Fui Assaltado na ida para o Shopping","Assalto <U+00E0> m<U+00E3>o armada",2014-06-20,"Fri"
"salvador","Cosme de Farias","fuiassaltado voltando pra casa","Assalto <U+00E0> m<U+00E3>o armada",2014-06-19,"Thurs"
"salvador","BA","fui assaltado voltando da academia. ","Assalto <U+00E0> m<U+00E3>o armada",2014-06-19,"Thurs"
"salvador","Imbu<U+00ED>","Fui assaltando voltando da faculdade","Assalto <U+00E0> m<U+00E3>o armada",2014-06-19,"Thurs"
"salvador","BA","Fui roubado durante evento","Furto",2014-06-19,"Thurs"
