"cidade","bairro","titulo","categoria","data","dia_semana"
"rio-de-janeiro","Freguesia (Jacarepagu<U+00E1>)","Carro arrombado e estepe roubado","Arrombamento Veicular",2014-08-09,"Sat"
"rio-de-janeiro","Cidade Nova","Tentativa de roubo a celular","Assalto Coletivo",2014-08-08,"Fri"
"rio-de-janeiro","Todos os Santos","Fui assaltada por um carro preto","Assalto <U+00E0> m<U+00E3>o armada",2014-08-08,"Fri"
"rio-de-janeiro","Pechincha","Assalto a mao armada","Assalto <U+00E0> m<U+00E3>o armada",2014-08-07,"Thurs"
"rio-de-janeiro","Recreio dos Bandeirantes","Fui assaltada no <U+00F4>nibus 827","Assalto <U+00E0> m<U+00E3>o armada",2014-08-07,"Thurs"
"rio-de-janeiro","Centro","Assalto de Trombadinha","Furto",2014-08-06,"Wed"
"rio-de-janeiro","Guadalupe","Furtaram meu carro ao lado do shopping ","Roubo de Ve<U+00ED>culo",2014-08-06,"Wed"
"rio-de-janeiro","Centro","Tentativa de assalto","Furto",2014-08-06,"Wed"
"rio-de-janeiro","Quintino Bocai<U+00FA>va","Meu grupo foi assaltado.","Assalto Coletivo",2014-08-05,"Tues"
"rio-de-janeiro","Oswaldo Cruz","entraram na minha residencia","Arrombamento Domiciliar",2014-08-05,"Tues"
"rio-de-janeiro","Copacabana","Fui assaltado no banco secreto do faust<U+00E3>o","Saidinha Banc<U+00E1>ria",2014-08-05,"Tues"
"rio-de-janeiro","Centro","Me derrubaram e levaram minha carteira e celular","Furto",2014-08-04,"Mon"
"rio-de-janeiro","Cordovil","Fui assaltada voltando do trabalho.","Furto",2014-08-04,"Mon"
"rio-de-janeiro","Jacarepagu<U+00E1>","Fui assaltado por um cara de moto, ao voltar do trabalho.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-04,"Mon"
"rio-de-janeiro","Quintino Bocai<U+00FA>va","Assaltado quase na esquina da casa do meu amigo","Assalto <U+00E0> m<U+00E3>o armada",2014-08-04,"Mon"
"rio-de-janeiro","Rocha Miranda","Assaltada voltando da aula","Assalto <U+00E0> m<U+00E3>o armada",2014-08-04,"Mon"
"rio-de-janeiro","Copacabana","Furtaram objetos dentro do carro.","Furto",2014-08-03,"Sun"
"rio-de-janeiro","Centro","Andando de bicicleta","Assalto Coletivo",2014-08-03,"Sun"
"rio-de-janeiro","Bangu","Fui assaltado voltando do com<U+00E9>rcio de Bangu.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-03,"Sun"
"rio-de-janeiro","Pechincha","Dois motociclistas armados","Assalto <U+00E0> m<U+00E3>o armada",2014-08-03,"Sun"
"rio-de-janeiro","Copacabana","Furto/Roubo de Bicicleta","Furto",2014-08-03,"Sun"
"rio-de-janeiro","Olaria","Assalto a m<U+00E3>o armada","Assalto <U+00E0> m<U+00E3>o armada",2014-08-02,"Sat"
"rio-de-janeiro","Santa Teresa","ASSALTO A M<U+00C3>O ARMADA!!!","Assalto <U+00E0> m<U+00E3>o armada",2014-08-02,"Sat"
"rio-de-janeiro","Recreio dos Bandeirantes","4 caras armados levaram o carro e todos os pertences.","Roubo de Ve<U+00ED>culo",2014-08-01,"Fri"
"rio-de-janeiro","Realengo","Roubaram meu carro","Roubo de Ve<U+00ED>culo",2014-08-01,"Fri"
"rio-de-janeiro","Benfica","Indo ao trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-08-01,"Fri"
"rio-de-janeiro","Tijuca","Assalto em frente ao extra","Furto",2014-08-01,"Fri"
"rio-de-janeiro","Centro","Bando de pivetes tentaram levar minha bolsa","Assalto Coletivo",2014-08-01,"Fri"
"rio-de-janeiro","Engenho de Dentro","Fui abordada na espera do transporte por 2 elementos em uma moto","Assalto <U+00E0> m<U+00E3>o armada",2014-08-01,"Fri"
"rio-de-janeiro","Vaz Lobo","Assaltada voltando do trabalho. Dois vagabundos de CB300 SEM PLACA","Assalto <U+00E0> m<U+00E3>o armada",2014-08-01,"Fri"
"rio-de-janeiro","Maracan<U+00E3>","Meu carro foi arrombado na sa<U+00ED>da de um ensaio","Arrombamento Veicular",2014-08-01,"Fri"
"rio-de-janeiro","Barra da Tijuca","Assaltado atravessando Av das Americas, pr<U+00F3>ximo ao Extra.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-01,"Fri"
"rio-de-janeiro","Maracan<U+00E3>","Sa<U+00ED>da da UERJ","Assalto <U+00E0> m<U+00E3>o armada",2014-07-31,"Thurs"
"rio-de-janeiro","Cachambi","Van sequestrada","Assalto Coletivo",2014-07-31,"Thurs"
"rio-de-janeiro","S<U+00E3>o Francisco Xavier","Assaltado indo para o trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-07-31,"Thurs"
"rio-de-janeiro","Cidade Universit<U+00E1>ria","Assaltada indo para o ponto de <U+00F4>nibus","Assalto <U+00E0> m<U+00E3>o armada",2014-07-31,"Thurs"
"rio-de-janeiro","Maria da Graca","fui alsatado na porta do colegio","Furto",2014-07-31,"Thurs"
"rio-de-janeiro","Inha<U+00FA>ma","Fui assaltada indo para o trabalho","Assalto Coletivo",2014-07-31,"Thurs"
"rio-de-janeiro","Cidade Nova","Fui assaltado no <U+00F4>nibus em dire<U+00E7><U+00E3>o a Leopoldina.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-31,"Thurs"
"rio-de-janeiro","Cidade Nova","Trombadinhas levaram meus pertences. Estavam armados com facas","Assalto <U+00E0> m<U+00E3>o armada",2014-07-30,"Wed"
"rio-de-janeiro","Andara<U+00ED>","Fui assaltada indo para a faculdade","Furto",2014-07-30,"Wed"
"rio-de-janeiro","Campo Grande","Tive meu celular furtado de dentro da minha bolsa.","Furto",2014-07-30,"Wed"
"rio-de-janeiro","Maracan<U+00E3>","Fui Assaltado Voltando da Escola","Assalto <U+00E0> m<U+00E3>o armada",2014-07-30,"Wed"
"rio-de-janeiro","Maracan<U+00E3>","Frequentes assaltos nas sa<U+00ED>das da UERJ.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-30,"Wed"
"rio-de-janeiro","Cidade Nova","Fui assaltada na sa<U+00ED>da do Metr<U+00F4> da Cidade Nova","Furto",2014-07-30,"Wed"
"rio-de-janeiro","Vila da Penha","Fui assaltado voltando do trabalho","Assalto Coletivo",2014-07-29,"Tues"
"rio-de-janeiro","Santa Teresa","FAIXA DE GAZA ","Sequestro Rel<U+00E2>mpago",2014-07-29,"Tues"
"rio-de-janeiro","Barra da Tijuca","esperando o <U+00F4>nibus ","Assalto Coletivo",2014-07-28,"Mon"
"rio-de-janeiro","Copacabana","catadores de lixo","Assalto <U+00E0> m<U+00E3>o armada",2014-07-28,"Mon"
"rio-de-janeiro","Maracan<U+00E3>","M<U+00E3>o leve levou minha Carteira","Furto",2014-07-28,"Mon"
"rio-de-janeiro","Copacabana","Assaltado na esquina por pivetes com arma branca.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-28,"Mon"
"rio-de-janeiro","Santa Cruz","Fui assaltado enquanto pedalava","Assalto <U+00E0> m<U+00E3>o armada",2014-07-27,"Sun"
"rio-de-janeiro","Vila da Penha","Assalto <U+00E0> pizzaria, somente funcion<U+00E1>rios no local","Assalto <U+00E0> m<U+00E3>o armada",2014-07-27,"Sun"
"rio-de-janeiro","Campinho","Fui assaltado voltando da igreja","Assalto <U+00E0> m<U+00E3>o armada",2014-07-27,"Sun"
"rio-de-janeiro","Benfica","Fui assaltada no ponto do onibus por 2 rapazes de bone,","Assalto Coletivo",2014-07-27,"Sun"
"rio-de-janeiro","Barra da Tijuca","A caminho da Barra","Assalto <U+00E0> m<U+00E3>o armada",2014-07-26,"Sat"
"rio-de-janeiro","Recreio dos Bandeirantes","levaram meu carro na porta de casa","Roubo de Ve<U+00ED>culo",2014-07-26,"Sat"
"rio-de-janeiro","Madureira","Fui assaltado voltando da escola.","Furto",2014-07-26,"Sat"
"rio-de-janeiro","Centro","Gangue de Marginais","Assalto Coletivo",2014-07-25,"Fri"
"rio-de-janeiro","Pra<U+00E7>a Seca","Assaltada na frente da casa de um amigo","Assalto <U+00E0> m<U+00E3>o armada",2014-07-25,"Fri"
"rio-de-janeiro","Copacabana","Assalto","Assalto <U+00E0> m<U+00E3>o armada",2014-07-25,"Fri"
"rio-de-janeiro","Engenho de Dentro","fui assaltada ao chegar no portao de casa","Assalto <U+00E0> m<U+00E3>o armada",2014-07-25,"Fri"
"rio-de-janeiro","Maracan<U+00E3>","Assaltado voltando do col<U+00E9>gio","Assalto <U+00E0> m<U+00E3>o armada",2014-07-25,"Fri"
"rio-de-janeiro","Bangu","Fui assaltada indo ao m<U+00E9>dico","Furto",2014-07-25,"Fri"
"rio-de-janeiro","Centro","Um me abordou com a faca j<U+00E1> na minha barriga vindo de tr<U+00E1>s.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-24,"Thurs"
"rio-de-janeiro","Barra da Tijuca","Grupo assaltado no ponto de <U+00F4>nibus do Barrashopping","Assalto Coletivo",2014-07-24,"Thurs"
"rio-de-janeiro","Flamengo","Fui assaltado voltando da escola.","Furto",2014-07-24,"Thurs"
"rio-de-janeiro","Maracan<U+00E3>","Fui assaltado a caminho do metro, proximo a subida da pasarela.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-24,"Thurs"
"rio-de-janeiro","Ricardo de Albuquerque","sai do trabalho e estava indo para casa.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-24,"Thurs"
"rio-de-janeiro","Engenho Novo","Fui assaltada voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-07-23,"Wed"
"rio-de-janeiro","Campo Grande","Fui assaltado saindo de um estacionamento.","Roubo de Ve<U+00ED>culo",2014-07-23,"Wed"
"rio-de-janeiro","Piedade","Dois caras de moto","Assalto <U+00E0> m<U+00E3>o armada",2014-07-23,"Wed"
"rio-de-janeiro","Botafogo","Fomos (minha noiva e eu) assaltados saindo do trabalho.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-23,"Wed"
"rio-de-janeiro","S<U+00E3>o Francisco Xavier","Fui assaltada no ponto de <U+00F4>nibus .","Furto",2014-07-23,"Wed"
"rio-de-janeiro","Cachambi","fui assaltada dentro do <U+00F4>nibus","Furto",2014-07-23,"Wed"
"rio-de-janeiro","Olaria","ASSALTO COM EMPREGO DE ARMA DE FOGO, SOB AMEA<U+00C7>A CONSTANTE.","Roubo de Ve<U+00ED>culo",2014-07-23,"Wed"
"rio-de-janeiro","Recreio dos Bandeirantes","Entraram pela Garagem","Arrombamento Domiciliar",2014-07-23,"Wed"
"rio-de-janeiro","Marechal Hermes","fui assaltado voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-07-23,"Wed"
"rio-de-janeiro","Centro","Furto pela janela do <U+00F4>nibus","Furto",2014-07-22,"Tues"
"rio-de-janeiro","S<U+00E3>o Crist<U+00F3>v<U+00E3>o","Fui assaltado em frente a Igreja Santa Edwiges. Dois homens a p<U+00E9>.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-22,"Tues"
"rio-de-janeiro","Barra da Tijuca","Roubo a ve<U+00ED>culo. Amigo da v<U+00ED>tima reagiu e foi morto.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-22,"Tues"
"rio-de-janeiro","Centro","Fui assaltada por um bando de cinco pivetes chegando ao trabalho","Assalto Coletivo",2014-07-22,"Tues"
"rio-de-janeiro","Centro","Fui assaltado no caminho para o trabalho","Assalto Coletivo",2014-07-22,"Tues"
"rio-de-janeiro","Gl<U+00F3>ria","Tentativa de assalto","Assalto Coletivo",2014-07-21,"Mon"
"rio-de-janeiro","Centro","Furto no odiss<U+00E9>ia ","Furto",2014-07-21,"Mon"
"rio-de-janeiro","Rocha Miranda","Fui assaltado na porta de casa","Assalto <U+00E0> m<U+00E3>o armada",2014-07-21,"Mon"
"rio-de-janeiro",NA,"fui assaltado em frente ao shopping jardim guadalupe","Assalto <U+00E0> m<U+00E3>o armada",2014-07-21,"Mon"
"rio-de-janeiro","Rocinha","roubo de pe<U+00E7>as e tentativa da furto da moto","Furto",2014-07-21,"Mon"
"rio-de-janeiro","Riachuelo","Fui assaltada na volta do trabalho","Assalto Coletivo",2014-07-20,"Sun"
"rio-de-janeiro","Rocha","Assaltado voltando para casa","Assalto <U+00E0> m<U+00E3>o armada",2014-07-20,"Sun"
"rio-de-janeiro","Iraj<U+00E1>","Fui assaltado indo ao shopping","Assalto <U+00E0> m<U+00E3>o armada",2014-07-19,"Sat"
"rio-de-janeiro","Anchieta","Fui assaltada voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-07-19,"Sat"
"rio-de-janeiro","Gl<U+00F3>ria","Minha filha foi assaltada por 2 homens armados com faca.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-19,"Sat"
"rio-de-janeiro","Jacarepagu<U+00E1>","Arrast<U+00E3>o ap<U+00F3>s festa Junina do Rio 2,","Assalto Coletivo",2014-07-19,"Sat"
"rio-de-janeiro","Flamengo","Fui assaltado voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-07-18,"Fri"
"rio-de-janeiro","Penha","O carro do estava estacionado na porta po predio e foi levado","Roubo de Ve<U+00ED>culo",2014-07-18,"Fri"
"rio-de-janeiro","Andara<U+00ED>","Fui assaltada esperando o t<U+00E1>xi","Assalto <U+00E0> m<U+00E3>o armada",2014-07-18,"Fri"
"rio-de-janeiro","Praca da Bandeira","Fui assaltado depois que sai do banco.","Saidinha Banc<U+00E1>ria",2014-07-18,"Fri"
"rio-de-janeiro","Rocha","3 homens de fuzil sair<U+00E3>o de um carro e levaram o meu","Roubo de Ve<U+00ED>culo",2014-07-18,"Fri"
"rio-de-janeiro","Realengo","Fui assaltada","Assalto <U+00E0> m<U+00E3>o armada",2014-07-18,"Fri"
"rio-de-janeiro","Madureira","Voltando do Mercado em Madureira","Assalto <U+00E0> m<U+00E3>o armada",2014-07-17,"Thurs"
"rio-de-janeiro","Sampaio","Assalto a passageiros de <U+00F4>nibus,pelo lado de fora,atrav<U+00E9>s das janelas.","Assalto Coletivo",2014-07-17,"Thurs"
"rio-de-janeiro","Senador Camar<U+00E1>","Fui assaltado voltando da escola.","Sequestro Rel<U+00E2>mpago",2014-07-17,"Thurs"
"rio-de-janeiro","Pechincha","Assaltado voltando do trabalho a p<U+00E9>","Assalto <U+00E0> m<U+00E3>o armada",2014-07-17,"Thurs"
"rio-de-janeiro","Santo Cristo","Assaltado no <U+00F4>nibus, voltando do trabalho","Assalto Coletivo",2014-07-17,"Thurs"
"rio-de-janeiro","Barra da Tijuca","Fui assaltado, voltando do trabalho, sob a ponte em frente ao Downtown","Assalto <U+00E0> m<U+00E3>o armada",2014-07-16,"Wed"
"rio-de-janeiro","Benfica","Fui assaltado chegando ao trabalho por dois homens armados em uma moto","Assalto <U+00E0> m<U+00E3>o armada",2014-07-16,"Wed"
"rio-de-janeiro","Barra da Tijuca","Tentiva de assalto, dois elementos queriam celular, dinheiro e mochila","Assalto <U+00E0> m<U+00E3>o armada",2014-07-16,"Wed"
"rio-de-janeiro","Caju","Roubada ","Furto",2014-07-15,"Tues"
"rio-de-janeiro","Flamengo","Tive meu carro arrombado quebraram o vidro do motorista","Arrombamento Veicular",2014-07-15,"Tues"
"rio-de-janeiro","Tijuca","Fui furtada indo pro trabalho","Furto",2014-07-15,"Tues"
"rio-de-janeiro","Copacabana","FUI ROUBADO INDO <U+00C0>S COMPRAS","Furto",2014-07-15,"Tues"
"rio-de-janeiro",NA,"Fui furtada indo para o trabalho","Furto",2014-07-15,"Tues"
"rio-de-janeiro","Santa Teresa","Fui assaltada chegando na porta de casa","Assalto <U+00E0> m<U+00E3>o armada",2014-07-15,"Tues"
"rio-de-janeiro","Centro","Assaltado no port<U+00E3>o de casa. ","Assalto <U+00E0> m<U+00E3>o armada",2014-07-15,"Tues"
"rio-de-janeiro","Meier","ladr<U+00E3>o com bicicleta, pegou o iphone e deixou cair na fulga","Furto",2014-07-15,"Tues"
"rio-de-janeiro","Oswaldo Cruz","roubo","Roubo de Ve<U+00ED>culo",2014-07-15,"Tues"
"rio-de-janeiro","Riachuelo","Roubo de bicicleta","Assalto <U+00E0> m<U+00E3>o armada",2014-07-15,"Tues"
"rio-de-janeiro","Recreio dos Bandeirantes","fui assaltado saindo do hipertintas","Assalto <U+00E0> m<U+00E3>o armada",2014-07-15,"Tues"
"rio-de-janeiro","Santo Cristo","Assaltado na passarela","Assalto <U+00E0> m<U+00E3>o armada",2014-07-14,"Mon"
"rio-de-janeiro","Centro","estava voltando do trablho","Furto",2014-07-14,"Mon"
"rio-de-janeiro","Botafogo","Assaltado a m<U+00E3>o armado voltando do colegio","Assalto <U+00E0> m<U+00E3>o armada",2014-07-14,"Mon"
"rio-de-janeiro","Meier","Tentativa de assalto ao ve<U+00ED>culo","Assalto <U+00E0> m<U+00E3>o armada",2014-07-13,"Sun"
"rio-de-janeiro","Cordovil","Azir<U+00E3>o no dia do jogo do Brasil s<U+00F3> tinha malandros","Furto",2014-07-13,"Sun"
"rio-de-janeiro","Turia<U+00E7>u","Fui assaltado atravessando a passarela nova do parque madureira","Assalto <U+00E0> m<U+00E3>o armada",2014-07-13,"Sun"
"rio-de-janeiro","Santa Cruz","Furto realizado por motoqueiros","Furto",2014-07-13,"Sun"
"rio-de-janeiro","Guaratiba","invas<U+00E3>o na minha casa","Arrombamento Domiciliar",2014-07-13,"Sun"
"rio-de-janeiro","Copacabana","Furto de celular","Furto",2014-07-13,"Sun"
"rio-de-janeiro","Botafogo","Jovens assaltantes de bicicleta","Assalto <U+00E0> m<U+00E3>o armada",2014-07-12,"Sat"
"rio-de-janeiro","Centro","Lapa! Furto de Celular na Multid<U+00E3>o.","Furto",2014-07-12,"Sat"
"rio-de-janeiro","Flamengo","Furtada dentro do restaurante Casa Brasil","Furto",2014-07-12,"Sat"
"rio-de-janeiro","Centro","Fui furtado na fila da Odiss<U+00E9>ia.","Furto",2014-07-12,"Sat"
"rio-de-janeiro","Centro","Furto a celular","Furto",2014-07-12,"Sat"
"rio-de-janeiro","Inha<U+00FA>ma","fui assaltado no sinal de transito","Assalto <U+00E0> m<U+00E3>o armada",2014-07-11,"Fri"
"rio-de-janeiro","Cachambi","Fui assaltada colocando o carro na garagem.  roubo de carro","Assalto <U+00E0> m<U+00E3>o armada",2014-07-11,"Fri"
"rio-de-janeiro","Engenho de Dentro","Fui assaltada ao sair para o trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-07-11,"Fri"
"rio-de-janeiro","Santo Cristo","fui assaltada enquanto tentava pegar taxi ","Assalto <U+00E0> m<U+00E3>o armada",2014-07-11,"Fri"
"rio-de-janeiro","Botafogo","fui assaltado voltando de um passeio","Furto",2014-07-11,"Fri"
"rio-de-janeiro",NA,"Assalto na linha de <U+00F4>nibus 2339","Assalto Coletivo",2014-07-11,"Fri"
"rio-de-janeiro","Madureira","Fui roubado no interior do <U+00F4>nibus","Assalto <U+00E0> m<U+00E3>o armada",2014-07-11,"Fri"
"rio-de-janeiro","Bangu","Fui assaltado atras da Igreja Santa Cecilia ","Assalto <U+00E0> m<U+00E3>o armada",2014-07-11,"Fri"
"rio-de-janeiro","Recreio dos Bandeirantes","Roubado voltado do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-07-11,"Fri"
"rio-de-janeiro","Todos os Santos","Fui roubado no ponto de onibus por 2 individuos em uma moto.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-11,"Fri"
"rio-de-janeiro",NA,"pivetes","Assalto Coletivo",2014-07-11,"Fri"
"rio-de-janeiro","Vila Valqueire","Assaltado indo ao estacionar no Banco Bradesco","Roubo de Ve<U+00ED>culo",2014-07-10,"Thurs"
"rio-de-janeiro","Centro","Assalto coletivo no ponto de <U+00F4>nibus","Assalto Coletivo",2014-07-10,"Thurs"
"rio-de-janeiro","Parque Anchieta","arrastao nas ruas","Assalto <U+00E0> m<U+00E3>o armada",2014-07-10,"Thurs"
"rio-de-janeiro","Engenho de Dentro","Roubaram o meu carro de trabalho","Roubo de Ve<U+00ED>culo",2014-07-10,"Thurs"
"rio-de-janeiro","Centro","Minha banca de jornais foi assaltada por 2 homens de moto, um armado.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-10,"Thurs"
"rio-de-janeiro","Penha Circular","Minha Moto Honda Bros ES 2013 com bagageiro Givi cinza, foi furtada.","Roubo de Ve<U+00ED>culo",2014-07-10,"Thurs"
"rio-de-janeiro","Tijuca","Assalto a m<U+00E3>o armada de ve<U+00ED>culo. ","Assalto <U+00E0> m<U+00E3>o armada",2014-07-10,"Thurs"
"rio-de-janeiro","Flamengo","Fui assaltado indo pegar o metro flamengo","Assalto <U+00E0> m<U+00E3>o armada",2014-07-10,"Thurs"
"rio-de-janeiro","Centro","Assaltada no ponto de <U+00F4>nibus","Assalto <U+00E0> m<U+00E3>o armada",2014-07-10,"Thurs"
"rio-de-janeiro","Parque Anchieta","Fui assaltada voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-07-09,"Wed"
"rio-de-janeiro","Campo Grande","Indo para a Igreja","Roubo de Ve<U+00ED>culo",2014-07-09,"Wed"
"rio-de-janeiro","S<U+00E3>o Conrado","Fui Assaltado dentro de um Onibus executivo voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-07-09,"Wed"
"rio-de-janeiro","Hon<U+00F3>rio Gurgel","assalto na padaria! toda semana!!","Assalto <U+00E0> m<U+00E3>o armada",2014-07-09,"Wed"
"rio-de-janeiro","Santa Cruz","Fui assaltado voltando da clinica","Assalto <U+00E0> m<U+00E3>o armada",2014-07-09,"Wed"
"rio-de-janeiro","Centro","Roubado a caminho do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-07-09,"Wed"
"rio-de-janeiro","Jardim Sulacap","Assalto indo ao comercio","Assalto <U+00E0> m<U+00E3>o armada",2014-07-09,"Wed"
"rio-de-janeiro","Gale<U+00E3>o","FURTARAM MEU CARRO NA PRA<U+00C7>A DO LORETO","Roubo de Ve<U+00ED>culo",2014-07-09,"Wed"
"rio-de-janeiro","Gl<U+00F3>ria","me distrairam pedindo informa<U+00E7><U+00E3>o enquanto outro roubava a carteira","Furto",2014-07-09,"Wed"
"rio-de-janeiro","Rocha","Assalto com moto.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-09,"Wed"
"rio-de-janeiro","Parque Anchieta","Tentativa de assalto seguido de sequestro, indo para o trabalho.","Sequestro Rel<U+00E2>mpago",2014-07-09,"Wed"
"rio-de-janeiro","Maracan<U+00E3>","Furto em coletivo","Furto",2014-07-09,"Wed"
"rio-de-janeiro","Guadalupe","Assaltado indo ao Trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-07-08,"Tues"
"rio-de-janeiro","Guadalupe","Fui assaltado indo para o trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-07-08,"Tues"
"rio-de-janeiro","Ipanema","Roubo de bicicleta","Assalto <U+00E0> m<U+00E3>o armada",2014-07-08,"Tues"
"rio-de-janeiro","Iraj<U+00E1>","roubo de carro","Roubo de Ve<U+00ED>culo",2014-07-08,"Tues"
"rio-de-janeiro","Copacabana","Roubada ap<U+00F3>s o jogo do Brasil","Furto",2014-07-08,"Tues"
"rio-de-janeiro","Flamengo","indo p trabalho no onibus fui furtada por chilenos","Furto",2014-07-08,"Tues"
"rio-de-janeiro","Jardim Bot<U+00E2>nico","Roubo de celular","Assalto <U+00E0> m<U+00E3>o armada",2014-07-08,"Tues"
"rio-de-janeiro","Copacabana","FURTO DE CELULAR NA FIFA FAN FEST","Furto",2014-07-08,"Tues"
"rio-de-janeiro","Pavuna","Assaltado por um bandido de moto","Furto",2014-07-08,"Tues"
"rio-de-janeiro","Meier","fui assaltado indo na padaria ","Furto",2014-07-07,"Mon"
"rio-de-janeiro","Iraj<U+00E1>","Fui roubado indo para casa","Furto",2014-07-07,"Mon"
"rio-de-janeiro","Barra da Tijuca","fui assaltado indo para o trabalho.","Assalto Coletivo",2014-07-07,"Mon"
"rio-de-janeiro","Vila da Penha","fui assaltado saindo da academia","Assalto <U+00E0> m<U+00E3>o armada",2014-07-07,"Mon"
"rio-de-janeiro","Recreio dos Bandeirantes","Fui assaltada vindo do trabalho!","Assalto <U+00E0> m<U+00E3>o armada",2014-07-07,"Mon"
"rio-de-janeiro","Pavuna","fui assaltada voltando do trabalho","Assalto Coletivo",2014-07-07,"Mon"
"rio-de-janeiro","Recreio dos Bandeirantes","Assaltado voltandodo trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-07-07,"Mon"
"rio-de-janeiro","Copacabana","Fui assaltado dando r<U+00E9> no carro saindo de uma das vagas da atlantica","Furto",2014-07-06,"Sun"
"rio-de-janeiro","Centro","Assaltada enquanto dava o c<U+00FA>!","Assalto <U+00E0> m<U+00E3>o armada",2014-07-06,"Sun"
"rio-de-janeiro","Centro","Fui assaltado voltando do trabalho, tr<U+00EA>s rapazes me abordaram.","Assalto Coletivo",2014-07-06,"Sun"
"rio-de-janeiro","Est<U+00E1>cio","Fui assaltada subindo a ladeira de casa.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-05,"Sat"
"rio-de-janeiro","Barra da Tijuca","Abordagem na praia","Assalto <U+00E0> m<U+00E3>o armada",2014-07-05,"Sat"
"rio-de-janeiro","Barra da Tijuca","Assalto <U+00E0> m<U+00E3>o armada na praia.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-05,"Sat"
"rio-de-janeiro","Centro","Fui roubada na rua com amigas","Furto",2014-07-04,"Fri"
"rio-de-janeiro","Copacabana","depois do jogo do  Brasil contra a Colombia ","Furto",2014-07-04,"Fri"
"rio-de-janeiro","Quintino Bocai<U+00FA>va","fui roubado na porta de casa","Assalto <U+00E0> m<U+00E3>o armada",2014-07-04,"Fri"
"rio-de-janeiro","Copacabana","Roubo de celular no FIFA FAN FEST","Furto",2014-07-04,"Fri"
"rio-de-janeiro","Copacabana","Fui furtada no Fifa Fan Fest","Furto",2014-07-04,"Fri"
"rio-de-janeiro","Aeroporto Internacional Ant<U+00F4>nio Carlos Jobim (GIG)","Furto no estacionamento E5 do Gale<U+00E3>o","Arrombamento Veicular",2014-07-04,"Fri"
"rio-de-janeiro","Copacabana","Fui furtada quando estava saindo da Fifa Fun Fest","Furto",2014-07-04,"Fri"
"rio-de-janeiro","Tijuca","Assalto chegando ao estacionamento.","Assalto <U+00E0> m<U+00E3>o armada",2014-07-04,"Fri"
"rio-de-janeiro","Copacabana","Roubaram meu iphone! Cuidado com o FIFA Fan Fest","Assalto <U+00E0> m<U+00E3>o armada",2014-07-04,"Fri"
"rio-de-janeiro","Bangu","Roubado no port<U+00E3>o de casa","Roubo de Ve<U+00ED>culo",2014-07-04,"Fri"
"rio-de-janeiro","Centro","Fui assaltada, levaram meu iPhone","Assalto <U+00E0> m<U+00E3>o armada",2014-07-03,"Thurs"
"rio-de-janeiro","Jardim Sulacap","Assaltada andando na cal<U+00E7>ada no port<U+00E3>o de casa","Assalto <U+00E0> m<U+00E3>o armada",2014-07-03,"Thurs"
"rio-de-janeiro","Flamengo","Tive a bolsa furtada caminhando na rua para atravess<U+00E1>-la","Furto",2014-07-03,"Thurs"
"rio-de-janeiro","Cocot<U+00E1>","Assalto indo ao trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-07-03,"Thurs"
"rio-de-janeiro","Centro","Fui assaltado - transito parado - proximo ao sinal - dois assaltantes","Furto",2014-07-03,"Thurs"
"rio-de-janeiro",NA,"Assalto em onibus 2381 CasteloxPedra","Assalto Coletivo",2014-07-03,"Thurs"
"rio-de-janeiro","Centro","Assalto ao Banco Santander","Assalto Coletivo",2014-07-03,"Thurs"
