"time","latitude","longitude","name","number","status","available","total"
"2014-09-22 14:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",8,12
"2014-09-22 14:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 14:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 14:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 13:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",10,12
"2014-09-22 13:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 13:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 13:00:09 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 12:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 12:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 12:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 12:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 11:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 11:30:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 11:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 11:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 10:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 10:30:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 10:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 10:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 09:45:06 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 09:30:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 09:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 09:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 08:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 08:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 08:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 08:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 07:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 07:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 07:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 07:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 06:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-22 06:30:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 06:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 06:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 05:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 05:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 05:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 05:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 04:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 04:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 04:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 04:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 03:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 03:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 03:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 03:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 02:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 02:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 02:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 02:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 01:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 01:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 01:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 01:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 00:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 00:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 00:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-22 00:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-21 23:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-21 23:30:06 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-21 23:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-21 23:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-21 22:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-21 22:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-21 22:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-21 22:00:09 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-21 21:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-21 21:30:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-21 21:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-21 21:00:09 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",0,12
"2014-09-21 20:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",2,12
"2014-09-21 20:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 20:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",2,12
"2014-09-21 20:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-21 19:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-21 19:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-21 19:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-21 19:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",4,12
"2014-09-21 18:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-21 18:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",4,12
"2014-09-21 18:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-21 18:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",4,12
"2014-09-21 17:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-21 17:30:42 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-21 17:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-21 17:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-21 16:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 16:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 16:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 16:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 15:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-21 15:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 15:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 15:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 14:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",8,12
"2014-09-21 14:30:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 14:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-21 14:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-21 13:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-21 13:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EM",0,12
"2014-09-21 13:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EM",0,12
"2014-09-21 13:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EM",0,12
"2014-09-21 12:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EM",0,12
"2014-09-21 12:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EM",0,12
"2014-09-21 12:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 12:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 11:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 11:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 11:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 11:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 10:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 10:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 10:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 10:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 09:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 09:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 09:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 09:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 08:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 08:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 08:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 08:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 07:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 07:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 07:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 07:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 06:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 06:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 06:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 06:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-21 05:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",4,12
"2014-09-21 05:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 05:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-21 05:00:09 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 04:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 04:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 04:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-21 04:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 03:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 03:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 03:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 03:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 02:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 02:30:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 02:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 02:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 01:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 01:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 01:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 01:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 00:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 00:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 00:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-21 00:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-20 23:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-20 23:30:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-20 23:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-20 23:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",4,12
"2014-09-20 22:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",4,12
"2014-09-20 22:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",4,12
"2014-09-20 22:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",4,12
"2014-09-20 22:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",4,12
"2014-09-20 21:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-20 21:30:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-20 21:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-20 21:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-20 20:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-20 20:30:09 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",4,12
"2014-09-20 20:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",4,12
"2014-09-20 20:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 19:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 19:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 19:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 19:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 18:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 18:30:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 18:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 18:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 17:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 17:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 17:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 17:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-20 16:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-20 16:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",5,12
"2014-09-20 16:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-20 16:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 15:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-20 15:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-20 15:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-20 15:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-20 14:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-20 14:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",6,12
"2014-09-20 14:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-20 14:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-20 13:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-20 13:30:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",7,12
"2014-09-20 13:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-20 13:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-20 12:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-20 12:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",3,12
"2014-09-20 12:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 12:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 11:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 11:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 11:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 11:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 10:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 10:30:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 10:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 10:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 09:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 09:30:06 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 09:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 09:00:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 08:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 08:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 08:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 08:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 07:45:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 07:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 07:15:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 07:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 06:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 06:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 06:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 06:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 05:45:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 05:30:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 05:15:08 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
"2014-09-20 05:00:07 +0000",-13.00252,-38.507159,"Estação Adhemar de Barros (UFBA)",37,"EO",1,12
